kernel,output_mode,index_dtype,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,fused_gbps,ref_gbps
topk,sparse,-,65536,2304,16,sigmoid,0,float32,forward,8.33141357421875,4.421552734375,0.5307085880428899,235.6063895416532,443.9468191206514
topk,sparse,-,65536,2304,16,sigmoid,0,float32,backward_raw,3.538319396972656,3.5814202880859374,1.012181175941934,554.7645793874525,548.0882203437438
topk,sparse,-,65536,2304,36,sigmoid,0,float32,forward,45.4916748046875,4.837861328125,0.10634608087953937,43.149307657447196,405.7442201967311
topk,sparse,-,65536,2304,36,sigmoid,0,float32,backward_raw,3.6190719604492188,3.5815921020507813,0.9896437929922274,542.386085010686,548.0619277879367
topk,sparse,-,262144,256,8,sigmoid,0,float32,forward,1.0044147491455078,4.157993469238281,4.139717654261487,868.5806662458865,209.81640266015643
topk,sparse,-,262144,256,8,sigmoid,0,float32,backward_raw,0.2803865623474121,1.6661529541015625,5.9423423867122445,3111.4730488369005,523.6105303852079
topk,sparse,-,262144,384,6,sigmoid,0,float32,forward,0.9419152069091797,6.43820556640625,6.835228393363255,1389.3212875224112,203.25894140880342
topk,sparse,-,262144,384,6,sigmoid,0,float32,backward_raw,0.38172321319580077,2.4476332092285156,6.412062784279846,3428.198240930022,534.6482647260996
topk,sparse,-,262144,512,10,sigmoid,0,float32,forward,2.5439663696289063,7.284391479492188,2.8633992832832837,685.8700982963552,239.53002373804824
topk,sparse,-,262144,512,10,sigmoid,0,float32,backward_raw,0.5893670272827148,3.228905029296875,5.478598020971393,2960.5159149207343,540.3783784808169
topk,sparse,-,262144,512,22,sigmoid,0,float32,forward,10.058385009765624,7.4629345703125,0.7419615140071475,173.47024023299514,233.799512451968
topk,sparse,-,262144,512,22,sigmoid,0,float32,backward_raw,0.6784848022460938,3.2289773559570314,4.759100491665613,2571.6574022348273,540.3662744122443
topk,sparse,-,262144,896,16,sigmoid,0,float32,forward,9.629337158203125,9.776448364257812,1.0152773969420485,317.09901334161896,312.3274627177766
topk,sparse,-,262144,896,16,sigmoid,0,float32,backward_raw,1.6671145629882813,5.570160522460937,3.3411984071907432,1831.5797724942934,548.1804877413052
topk,sparse,-,262144,2304,16,sigmoid,0,float32,forward,32.721171875,16.629873046875,0.5082297513794347,239.9589207255432,472.1465441057867
